,X1,X2,cluster
207,11.508487,-32.473442,1
208,-37.736412,10.168029,1
209,-53.6041,-62.669025,1
210,-20.662582,-50.513756,1
211,-41.94276,-2.2966852,1
212,-66.21438,42.82234,1
213,-59.170776,17.015043,1
214,13.731938,-31.78156,1
215,-102.18536,2.8484468,1
216,-8.846829,-68.05105,1
217,-1.8298581,-59.999744,1
218,-66.90154,34.07662,1
219,23.676819,-16.377258,1
220,-71.89986,-28.050268,1
221,24.52542,-55.67233,1
222,3.382428,-43.25463,1
223,-2.0693696,-75.1775,1
224,-62.492184,-17.409166,1
225,-63.201504,11.774057,1
226,36.917515,-13.879258,1
227,11.857233,-75.6723,1
228,47.118446,41.042336,1
229,-73.234245,32.362938,1
230,47.293243,-49.910686,1
231,-48.52762,44.68614,1
232,-101.1592,-1.6841949,1
233,-37.484993,19.834185,1
234,-5.6185117,-63.478725,1
235,-48.899597,7.2548637,1
236,-37.03025,-20.32506,1
237,-11.346465,-74.69942,1
238,-94.79692,14.202218,1
239,-46.732613,-30.35769,1
240,12.137609,-48.179203,1
241,9.32295,-47.27206,1
242,16.99464,-62.968143,1
243,-11.615398,-41.31,1
244,-32.535152,-8.349047,1
245,42.483864,-23.138882,1
246,14.378352,-25.19462,1
247,14.772582,-68.70944,1
248,-104.510994,6.71535,1
249,-58.357773,29.69526,1
250,3.4897244,-73.82844,1
251,-73.67782,-23.622389,1
252,23.009995,-37.010674,1
253,-40.62157,21.282616,1
254,-64.823685,-16.151178,1
255,-31.582205,-61.42952,1
256,-30.351603,11.247224,1
257,29.514076,-0.42885607,1
258,-62.70963,25.825615,1
259,0.443443,-28.5057,1
260,39.81457,-16.413355,1
261,-40.856377,-68.702156,1
262,-56.082497,19.673845,1
263,-102.93141,5.447179,1
264,-44.477585,-29.619446,1
265,7.526314,-24.077366,1
266,-72.981926,-23.915203,1
267,-54.520893,17.874424,1
268,22.344429,18.64178,1
269,-62.159485,-34.519363,1
270,-44.54914,42.768105,1
271,-105.9405,20.090227,1
272,-68.291695,27.920877,1
273,-48.50914,41.197655,1
274,-53.81758,-62.493767,1
275,-38.793385,37.051132,1
276,28.072592,15.373015,1
277,23.416538,-42.130314,1
278,-62.333157,-4.574303,1
279,-31.34006,-38.019764,1
280,-38.55991,6.5528526,1
281,-67.74081,-19.99136,1
282,1.3734273,-29.631351,1
283,55.332016,-35.218895,1
284,37.493866,-49.842525,1
285,-55.892166,-68.49803,1
286,-20.555935,-25.205236,1
287,-63.873764,-16.815819,1
288,-70.2138,22.752054,1
289,24.323713,-22.39074,1
290,-103.72297,1.8224853,1
291,-22.575462,-12.818395,1
292,-65.32694,-4.875364,1
293,-42.70411,-11.807864,1
294,21.170828,-15.3664,1
295,-67.50194,-54.825996,1
296,-16.851152,-60.96796,1
297,-88.5862,13.506832,1
298,-41.47318,20.370968,1
299,5.781066,-60.98935,1
300,-56.307724,-4.7306037,1
301,-63.30135,-34.355545,1
302,-48.656067,-68.27913,1
303,-30.735382,-61.999107,1
304,38.004642,-21.828802,1
305,-52.18704,2.2179365,1
306,-70.980354,24.264278,1
307,-59.590515,-37.60767,1
308,10.255783,-26.854824,1
309,-50.37586,-65.081116,1
310,-99.474785,9.39556,1
311,-58.594734,22.34031,1
312,7.751794,-61.6175,1
313,-2.900017,-74.69091,1
314,2.9586222,-64.454895,1
315,-33.110523,-59.91914,1
316,-48.59106,48.498714,1
317,-64.97848,-4.9628053,1
318,-102.537796,12.905561,1
319,-73.14147,17.729101,1
320,-65.27803,19.349735,1
321,-44.1476,47.01958,1
322,-71.28186,7.3061714,1
323,33.569557,-23.048178,1
324,-60.045494,20.972828,1
325,-32.835613,-61.822342,1
326,-25.98835,-55.049137,1
327,-57.892517,-14.458802,1
328,33.294586,-33.702118,1
329,-20.126299,-50.790165,1
330,-94.925575,14.989344,1
331,-63.774384,26.213675,1
332,-2.1500163,-33.052055,1
333,-29.473799,17.733753,1
334,-41.647266,-18.166016,1
335,1.1200429,-39.137672,1
336,-71.43473,9.626529,1
337,-49.319824,4.4088717,1
338,-50.175568,-34.74805,1
339,24.424301,-16.717213,1
340,-30.225237,10.932882,1
341,29.491957,-12.1708555,1
342,-53.542313,-13.097802,1
343,-30.058018,16.224337,1
344,-76.445274,-20.67191,1
345,-48.983772,11.753945,1
346,-63.148186,28.694086,1
347,-32.77851,-36.027843,1
348,-39.023373,41.78085,1
349,-51.67869,-27.531258,1
350,26.545778,-41.994587,1
351,-14.127601,-58.408978,1
352,-30.996037,10.327886,1
353,-52.933956,-27.458344,1
354,10.511976,-67.74117,1
355,-99.92725,22.454288,1
356,-21.92958,-23.880247,1
357,-65.176476,-19.488276,1
358,15.878225,-53.004185,1
359,-32.89828,-39.73788,1
360,-103.135056,17.643787,1
361,27.205437,-66.89575,1
362,40.42972,-15.390529,1
363,-47.49528,-67.23887,1
364,10.933088,-72.760475,1
365,20.600206,-44.524597,1
366,-93.50751,26.546051,1
367,-57.332638,-13.019395,1
368,-38.170727,10.579884,1
369,-72.76761,18.805498,1
370,-52.579628,48.848263,1
371,-11.359028,-66.79439,1
372,-38.479122,-67.016304,1
373,-74.27346,-20.2826,1
374,-12.00177,-42.47793,1
375,-67.933876,-18.565365,1
376,3.4515648,-62.69501,1
377,-43.666313,-39.445198,1
378,87.23555,1.1173531,1
379,32.223454,-13.344303,1
380,32.600964,-44.818188,1
381,-63.09683,-53.966457,1
382,-58.190357,-55.126423,1
383,-23.34128,-13.12924,1
384,-63.62942,-34.125977,1
385,-54.916656,-63.05397,1
386,-98.44092,0.6700083,1
387,-48.389454,6.6732483,1
388,-57.18424,-27.507038,1
389,-9.325575,-79.06822,1
390,9.69371,-23.765335,1
391,13.3570175,-28.667252,1
392,-71.841156,8.065123,1
393,18.291132,-30.247534,1
394,0.5378581,-74.71012,1
395,-43.35247,-31.537737,1
396,-71.91755,-30.938494,1
397,24.38452,20.686693,1
398,-63.670563,-55.011105,1
399,-12.847865,-66.92153,1
400,-62.473644,4.3873854,1
401,29.991886,-22.459978,1
402,-72.632324,33.148735,1
403,1.3754733,-31.380205,1
404,25.66947,-34.719223,1
405,-88.5149,28.190088,1
406,-31.09451,10.458736,1
407,-72.25514,28.989017,1
408,-53.808884,18.928375,1
409,22.829502,29.145842,1
410,-66.87367,-22.593388,1
411,-12.900297,-64.75848,1
412,27.61477,-65.434814,1
413,23.130987,-36.392254,1
414,-59.443935,-32.897663,1
415,-57.447178,-13.397378,1
416,-58.815445,-53.032017,1
417,-65.33913,5.134009,1
418,-67.268234,-23.804207,1
419,-62.428864,30.73932,1
420,-50.61466,-15.390972,1
421,-45.103283,10.844258,1
422,-52.505596,-68.46983,1
423,-31.75835,-9.535559,1
424,-18.260805,-16.063334,1
425,-93.14008,26.481781,1
426,12.523418,32.95893,1
427,-55.565777,-25.546185,1
428,-55.318413,-20.549006,1
429,-50.028255,-65.53281,1
430,-100.14627,-1.3061173,1
431,-48.574013,41.482487,1
432,-52.510933,-32.733093,1
433,12.40989,-26.325523,1
434,1.6717706,-29.654234,1
435,-31.8437,-12.045845,1
436,-97.503235,23.348833,1
437,-24.424881,-53.84487,1
438,10.966896,-84.23428,1
439,46.951767,17.472132,1
440,-1.8608323,-59.87662,1
441,-44.68039,9.707558,1
442,-103.015854,13.978159,1
443,26.732443,-41.74478,1
444,8.041129,-77.390564,1
445,-71.1121,29.342115,1
446,2.4511302,-61.41782,1
447,-99.34605,18.617317,1
448,27.562948,-1.9361802,1
449,-58.187237,-18.866005,1
450,-25.304754,-32.234512,1
451,-59.866104,13.298401,1
452,-27.811802,-46.522934,1
453,-65.968,-30.930508,1
454,24.10976,-38.657867,1
455,-45.429516,-29.071192,1
456,-51.30823,-29.74586,1
457,-90.34875,21.374949,1
458,36.842308,-36.621834,1
459,-96.27492,18.06891,1
460,-66.88661,5.4251523,1
461,-1.6649033,-34.74371,1
462,-92.9486,26.864141,1
463,-76.50626,-20.789038,1
464,-64.50735,37.545578,1
465,-55.40494,20.09098,1
466,-62.89755,-53.307907,1
467,-63.28557,-33.73231,1
468,-44.063484,19.708872,1
469,24.335249,-19.750933,1
470,1.5717554,-39.74273,1
471,-52.871582,-37.534496,1
472,-62.139442,-21.959759,1
473,-75.095695,28.179026,1
474,-57.9565,-23.614944,1
475,7.394259,-40.868397,1
476,-25.088907,-54.803165,1
477,-7.2504635,-64.34575,1
478,-46.56856,51.87029,1
479,-25.936378,-55.122803,1
480,-38.13711,-22.639761,1
481,-40.855637,-17.380362,1
482,-35.678898,30.669899,1
483,24.743755,-25.273354,1
484,18.409885,-41.979294,1
485,-69.94999,16.989882,1
486,-39.749786,16.413883,1
487,-62.134586,3.666085,1
488,-46.198547,51.619297,1
489,35.57928,-8.402766,1
490,-24.084738,-49.75397,1
491,-39.466194,-61.90858,1
492,-49.27989,-28.88618,1
493,-25.35317,-35.158424,1
494,-55.63156,-13.499554,1
495,-39.49221,32.5885,1
496,26.455141,22.179426,1
497,-59.101177,-25.730663,1
498,-63.77789,25.34471,1
499,-47.83486,41.859303,1
500,-62.51445,39.920086,1
501,-15.616678,-59.914707,1
502,15.653363,-78.6137,1
503,-37.879555,7.5376477,1
504,8.686523,-27.561224,1
505,-63.59084,11.523103,1
506,-42.07199,45.59271,1
507,-70.15469,-33.014004,1
508,-7.3864894,-79.74057,1
509,18.453487,-40.01096,1
510,-51.572105,50.177505,1
511,-83.168465,22.812986,1
512,-59.971924,22.444933,1
513,-55.24346,15.095361,1
514,-29.69619,17.754316,1
515,24.653221,-0.63516814,1
516,-41.942585,-67.56883,1
517,44.04596,-29.6491,1
518,-17.935413,-76.72412,1
519,-42.793507,-22.119413,1
520,-19.17435,-47.935055,1
521,-58.53578,3.0199816,1
522,-62.695972,-22.279474,1
523,38.552948,-5.00501,1
524,-40.28651,-1.3289367,1
525,-8.279727,-41.52632,1
526,-24.746056,-32.85452,1
527,-20.087952,-44.638165,1
528,-13.203148,-58.337147,1
529,16.518328,-40.297234,1
530,-29.633614,-60.00039,1
531,-47.51557,-28.947182,1
532,-33.373825,-28.1294,1
533,-98.81549,24.068834,1
534,-87.922775,13.24443,1
535,-31.772486,10.366866,1
536,-95.39625,11.189849,1
537,38.120335,-5.6819854,1
538,-57.064896,24.937248,1
539,-6.2726173,-59.848217,1
540,-101.71235,5.24585,1
541,11.684183,-19.873297,1
542,-11.183874,-42.37283,1
543,-68.486626,37.960526,1
544,-76.00103,-20.691805,1
545,23.638107,-21.82699,1
546,-61.791748,-16.73768,1
547,-62.320396,39.129,1
548,-15.700621,-61.03805,1
549,-51.471577,-26.121035,1
550,28.215279,-1.8885128,1
551,6.7432055,37.013786,1
552,-42.632862,6.0960417,1
553,-53.347164,-62.824722,1
554,-100.64261,4.668452,1
555,-48.324463,4.660171,1
556,-62.772995,38.827057,1
557,-89.76902,18.146477,1
558,-72.27672,23.060669,1
559,21.288343,-16.767405,1
560,-43.236885,-60.93829,1
561,-33.809967,18.481644,1
562,2.2175424,-43.534103,1
563,-49.873314,13.096809,1
564,22.586681,-23.467226,1
565,0.9701716,55.303333,1
566,23.770308,1.4581594,1
567,-67.52933,-52.492805,1
568,-11.4061165,-38.14051,1
569,-47.95439,39.20327,1
570,-41.853153,1.5622401,1
571,34.23814,-52.15693,1
572,-18.584394,-16.859118,1
573,-61.510155,38.12979,1
574,-87.79082,26.848465,1
575,-72.962234,6.610078,1
576,20.677256,-38.761116,1
577,-101.2635,11.423914,1
578,-57.194748,-19.543724,1
579,-21.80148,-41.209045,1
580,-33.71476,10.14222,1
581,31.195223,2.4403038,1
582,-33.215534,-26.581993,1
583,53.56432,-13.202071,1
584,-44.89932,-5.6678777,1
585,-37.914246,-22.715387,1
586,-39.025845,15.510858,1
587,-20.795763,-24.842861,1
588,29.502628,-31.074966,1
589,26.902615,-61.254974,1
590,11.359385,-32.345833,1
591,-93.221405,17.92414,1
592,2.5464375,-73.90532,1
593,15.434882,-28.38211,1
594,-39.536728,16.265728,1
595,12.075935,-28.57736,1
596,12.195834,-29.7668,1
597,22.994625,28.799332,1
598,-94.95114,15.183809,1
599,-73.87485,36.237137,1
600,-29.533041,-17.92206,1
601,17.585308,-61.580917,1
602,63.00182,-27.070122,1
603,-53.884857,-57.640366,1
604,-60.465446,6.0492377,1
605,-98.41413,4.295331,1
606,53.328266,-0.18774745,1
607,-65.51392,10.580696,1
608,-53.221107,47.434875,1
609,-93.867325,27.445404,1
610,-84.10773,24.13365,1
611,26.925507,-45.63456,1
612,1.4636568,-35.558308,1
613,-69.13057,0.13347554,1
614,-70.9968,-29.180824,1
615,-28.883844,-17.15993,1
616,-41.986904,-18.09221,1
617,42.218716,-23.382595,1
618,-64.72627,-16.668455,1
619,-90.00006,20.79712,1
620,42.930054,-30.633698,1
621,-41.59853,-62.17635,1
622,-49.508926,4.806795,1
623,-50.446823,43.54569,1
624,-41.7251,45.9558,1
625,45.204037,-27.421436,1
626,22.357883,-5.984382,1
627,-57.120907,7.234341,1
628,11.753868,-31.208685,1
629,-56.509823,-5.138466,1
630,-72.12543,-25.914288,1
631,24.621359,-71.69083,1
632,-101.99208,2.3912299,1
633,-39.573746,31.378538,1
634,-52.807255,-15.470034,1
635,37.110783,-7.897675,1
636,28.1094,-68.068275,1
637,-88.37397,26.63107,1
638,12.24322,-48.25735,1
639,-89.46016,18.834068,1
640,-64.14901,19.178036,1
641,-57.3756,28.793335,1
642,7.9594026,-31.433287,1
643,-69.100105,17.989395,1
644,23.727016,20.843363,1
645,-96.38625,4.769121,1
646,-33.216976,19.528297,1
647,28.9137,-64.212364,1
648,-49.46835,14.122707,1
649,-95.600334,4.22959,1
650,-104.67457,16.443123,1
651,-71.37502,22.04232,1
652,7.6378207,-60.879196,1
653,69.33995,-44.659237,1
654,-17.267006,-38.071583,1
655,33.96751,-22.569359,1
656,-42.020424,-61.11169,1
657,-27.894213,-49.786285,1
658,-55.819202,-67.966064,1
659,-9.147598,-38.52614,1
660,-59.476147,-37.508244,1
661,61.910313,-21.99197,1
662,-21.188166,-40.581177,1
663,25.543802,-41.476116,1
664,-25.30642,-11.463808,1
665,0.7662886,-28.08235,1
666,28.131,-18.762415,1
667,-71.44066,-26.63419,1
668,-46.156788,-19.53951,1
669,-58.409912,-52.381813,1
670,-28.8475,-36.346897,1
671,-45.513317,-41.11729,1
672,-101.105316,13.690602,1
673,-94.268036,1.8933157,1
674,-43.92511,18.875834,1
675,25.943905,-14.241503,1
676,32.529835,-48.411625,1
677,-48.17669,-29.082134,1
678,35.47023,9.269383,1
679,-64.94797,3.4040072,1
680,-34.11693,-61.512184,1
681,-57.610863,27.5704,1
682,-67.65192,3.1460416,1
683,-104.67955,6.789752,1
684,-70.63141,-29.077412,1
685,-46.008156,38.71492,1
686,-41.5492,7.8577967,1
687,-32.394215,-11.491276,1
688,-63.6902,-21.868385,1
689,-64.61709,-14.964536,1
690,49.38771,-56.152313,1
691,-59.237984,28.389109,1
692,-19.82875,-46.831657,1
693,-71.357376,29.199331,1
694,-39.054092,-10.765407,1
695,-60.040054,15.598814,1
696,-73.31047,-21.523851,1
697,-57.531796,27.094917,1
698,38.442383,-21.574303,1
699,-63.473305,18.40223,1
700,-41.26826,-18.38508,1
701,22.385944,-6.2249756,1
702,-49.018238,2.434792,1
703,-62.43023,12.523801,1
704,26.919592,-65.93202,1
705,18.847296,-61.75299,1
706,11.9927225,-83.17462,1
707,-37.371635,-26.573683,1
708,22.790224,-0.10694268,1
709,-41.473923,-30.442432,1
710,9.21128,-48.305202,1
711,-95.3362,3.5212626,1
712,-37.899475,-11.250335,1
713,-41.154896,16.183388,1
714,-31.76418,-26.984716,1
715,7.9262266,-40.76735,1
716,-63.875366,18.29261,1
717,26.444,-2.3789601,1
718,-35.176746,-7.155131,1
719,-64.51673,-55.572823,1
720,-67.91017,29.697565,1
721,-56.706894,-37.69127,1
722,-48.53818,51.45376,1
723,-32.39016,-8.318751,1
724,-40.43686,19.824158,1
725,-40.717056,-0.096304744,1
726,-100.88503,5.5888286,1
727,9.754234,-20.733484,1
728,8.593166,-83.60667,1
729,-0.3577061,-65.643845,1
730,-42.885273,8.937071,1
731,-63.30866,-53.713478,1
732,-49.598988,-65.52139,1
733,-30.127851,-61.043682,1
734,-65.10644,-30.184229,1
735,-47.509647,6.803407,1
736,26.264786,-60.638706,1
737,23.737913,-23.643282,1
738,-36.618946,-19.768126,1
739,-69.28424,-29.799725,1
740,-58.814335,17.496954,1
741,-101.01906,-1.6150571,1
742,-11.05323,-75.06629,1
743,-59.88288,-1.9245198,1
744,-63.930855,-3.1974347,1
745,-68.65444,30.718874,1
746,-52.151943,16.50711,1
747,77.01899,-5.2107983,1
748,-53.027924,17.420315,1
749,-47.794056,-68.613335,1
750,-52.387157,7.000838,1
751,-26.85083,-44.853428,1
752,-35.962723,20.26512,1
753,-63.884254,4.641466,1
754,24.709047,-45.77989,1
755,-63.989235,12.982459,1
756,27.87864,14.906004,1
757,72.00288,-37.90798,1
758,42.503708,-20.810171,1
759,-62.86473,30.808887,1
760,-40.662094,-29.96909,1
761,-60.32405,0.73066914,1
762,30.043697,-31.124252,1
763,39.27746,-4.9331183,1
764,-59.84462,-33.643032,1
765,-25.137144,-33.148125,1
766,2.7082922,-65.648506,1
767,-43.848877,-63.06622,1
768,-67.264755,3.1664634,1
769,5.1965146,-29.424131,1
770,-84.90945,25.472559,1
771,2.8224125,-39.52019,1
772,-69.80153,0.12033645,1
773,0.99132717,-28.544847,1
774,-53.55062,-57.457973,1
775,11.297037,-27.164875,1
776,-93.32224,26.310057,1
777,-18.820477,-76.92971,1
778,26.509357,-44.733807,1
779,-44.11895,38.746532,1
780,-50.104412,-65.27477,1
781,-53.249996,7.1516905,1
782,-44.421604,18.421854,1
783,-68.561455,0.69340384,1
784,-59.912216,4.162149,1
785,-64.24702,-14.4237385,1
786,30.624548,3.420866,1
787,-46.722935,-68.42381,1
788,-85.945946,25.49289,1
789,-39.747417,31.990334,1
790,-41.603027,9.450938,1
791,-72.13848,35.938194,1
792,-17.310528,-12.414779,1
793,-36.652252,13.937659,1
794,18.561136,-41.833042,1
795,-54.701324,41.07675,1
796,15.511276,-79.699486,1
797,-42.080578,20.318829,1
798,18.645195,-30.446587,1
799,35.790455,-61.17052,1
800,-54.162888,42.016598,1
801,33.965157,14.275181,1
802,-32.815197,-29.37045,1
803,-71.529434,20.397787,1
804,-56.111774,-68.448654,1
805,-24.230526,-31.809912,1
806,18.14236,53.136887,1
807,39.79494,-32.017227,1
808,-34.658943,8.074486,1
809,-34.089638,-28.58125,1
810,-55.98054,-59.642868,1
811,-66.44049,-58.41297,1
812,34.046577,-52.0443,1
813,-59.384956,-5.9873443,1
814,6.7057843,-24.095222,1
815,-84.52124,22.058176,1
816,-48.425804,-68.2995,1
817,24.46065,-55.498154,1
818,-27.681784,-47.68007,1
819,-99.15036,-1.8873777,1
820,-37.661118,-41.514534,1
821,-104.49019,13.161772,1
822,-45.956932,-18.700119,1
823,-49.69,43.549603,1
824,-23.195934,-21.00595,1
825,19.88727,-60.512917,1
826,14.739754,-40.513943,1
827,-31.384672,-59.943436,1
828,39.662697,-49.88954,1
829,-26.102024,-29.016594,1
830,56.376442,-33.520023,1
831,-93.29758,27.900312,1
832,21.088041,-15.621274,1
833,-32.046806,-27.371801,1
834,-57.245552,14.426504,1
835,-36.32623,29.436354,1
836,-73.78014,-23.81839,1
837,-89.89252,27.199327,1
838,-47.144196,4.8551183,1
839,-40.017635,-12.413891,1
840,-65.76643,-18.701782,1
841,-102.62077,14.129797,1
842,-15.421826,-73.27599,1
843,-16.954851,-76.84812,1
844,-48.002754,50.87462,1
845,-102.214424,15.96084,1
846,-58.706757,-2.1932304,1
847,-60.30858,6.6174273,1
848,66.436066,-32.308426,1
849,-98.8288,-1.8809403,1
850,-24.018932,-11.001725,1
851,12.844873,-49.806046,1
852,2.0650544,-30.922077,1
853,-30.013277,-10.975391,1
854,38.606632,-21.391483,1
855,4.60451,-45.516357,1
856,-100.77194,14.045613,1
857,-54.675945,-5.4652977,1
858,-45.48764,-20.13056,1
859,59.126335,-41.951138,1
860,-32.941113,-40.060627,1
861,-19.485546,-50.03862,1
862,-36.59602,-8.984712,1
863,-60.84633,39.99969,1
864,-34.168552,9.4159155,1
865,-49.170383,3.8180935,1
866,-65.130394,-59.994976,1
867,-73.16275,5.5674014,1
868,-51.23646,-29.084072,1
869,-54.065495,-63.582127,1
870,-71.91656,28.731598,1
871,-46.619415,51.486076,1
872,-55.79409,20.127113,1
873,67.597885,9.536876,1
874,-13.134883,-57.246197,1
875,-48.88219,40.92339,1
876,-42.27953,-3.8331206,1
877,34.61686,-7.664194,1
878,-90.419655,13.350476,1
879,30.467558,-22.556313,1
880,-96.18439,26.64314,1
881,46.34455,-26.345043,1
882,-63.820995,-21.9584,1
883,-93.17975,26.294926,1
884,-58.27272,-2.6398194,1
885,-28.005333,-27.860353,1
886,-32.798916,20.890123,1
887,0.6003688,-39.179226,1
888,-65.569855,-59.405598,1
889,-63.439213,-15.776394,1
890,-38.46232,-41.86496,1
891,-50.590622,-34.550426,1
892,22.326496,-43.982727,1
893,3.083122,-34.847507,1
894,-38.609623,-40.43051,1
895,36.23774,-30.69187,1
896,30.41554,15.908299,1
897,36.89224,-49.44878,1
898,-55.069187,-58.507954,1
899,-23.952766,-31.199986,1
900,-104.42671,2.8216476,1
901,-62.6963,26.200748,1
